method,track,sim_regime,root_id,N,H,sample_seed,valid,tree_kl,split_kl,rf,quartet,branch_w_all,terminal_edit,runtime
phylaflow_adapted,empirical,,NODE_0000235,16,0.0012566343750000002,0,20,nan,nan,0.9928571428571429,0.644532967032967,0.00020659649226358964,0.0028268551236749115,0.0
phylaflow_adapted,sim_neutral,neutral,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471610599452,78.92648599312545,0.9244708994708994,0.5248901098901099,0.00017270151197699187,0.002396201413427562,0.0
phylaflow_adapted,sim_JTT,JTT,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471610599452,78.92648599312545,0.9531746031746032,0.595521978021978,0.00017270151197699187,0.002462455830388693,0.0
phylaflow_adapted,sim_WAG,WAG,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471610599452,78.92648599312545,0.9495929995929996,0.5711538461538461,0.00017270151197699187,0.0028655035335689045,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471610599452,78.92648599312545,0.9638888888888889,0.5634890109890109,0.00017270151197699187,0.00287654593639576,0.0
neutral_bd,empirical,,NODE_0000200,16,0.0018550131250000003,0,20,nan,nan,0.9789473684210527,0.8615934065934066,0.0006597265635541106,0.006829726148409894,4.160608530044556
neutral_bd,sim_neutral,neutral,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9321428571428572,0.5972252747252748,0.00012150022607403459,0.003213339222614841,4.160608530044556
neutral_bd,sim_JTT,JTT,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9214285714285715,0.5787912087912088,0.00012150022607403459,0.0033789752650176677,4.160608530044556
neutral_bd,sim_WAG,WAG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.95,0.6091483516483517,0.00012150022607403459,0.003958701413427562,4.160608530044556
neutral_bd,sim_LG,LG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9285714285714286,0.5775274725274725,0.00012150022607403459,0.0037488957597173146,4.160608530044556
empirical_bd,empirical,,NODE_0000200,16,0.0018550131250000003,0,20,nan,nan,0.9947368421052631,0.8654120879120879,0.0006597265635541106,0.0071057862190812724,3.8618743419647217
empirical_bd,sim_neutral,neutral,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9357142857142857,0.5751648351648352,0.00012150022607403459,0.0034562720848056536,3.8618743419647217
empirical_bd,sim_JTT,JTT,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9071428571428571,0.5610439560439561,0.00012150022607403459,0.003638471731448763,3.8618743419647217
empirical_bd,sim_WAG,WAG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9535714285714286,0.6131868131868132,0.00012150022607403459,0.004240282685512368,3.8618743419647217
empirical_bd,sim_LG,LG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9214285714285715,0.556098901098901,0.00012150022607403459,0.00403047703180212,3.8618743419647217
plm_prior,empirical,,NODE_0000200,16,0.0018550131250000003,0,20,nan,nan,0.9947368421052631,0.8717032967032967,0.0006597265635541106,0.007034010600706714,0.5480384826660156
plm_prior,sim_neutral,neutral,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9142857142857143,0.5598351648351648,0.00012150022607403459,0.003428666077738516,0.5480384826660156
plm_prior,sim_JTT,JTT,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.925,0.5654670329670329,0.00012150022607403459,0.0035998233215547705,0.5480384826660156
plm_prior,sim_WAG,WAG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.9678571428571429,0.6341758241758242,0.00012150022607403459,0.004201634275618375,0.5480384826660156
plm_prior,sim_LG,LG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471605599453,40.70641034178039,0.925,0.5838461538461539,0.00012150022607403459,0.003997349823321555,0.5480384826660156
treesbm,empirical,,NODE_0000200,16,0.0018550131250000003,0,20,nan,nan,1.0,0.8714835164835165,0.0006169686283147548,0.006056757950530035,507.19847679138184
